id,node_id,seq,temperature,humidity,rssi,snr,uptime_s,checksum_ok,received_at
6388,2,1634,30.1,67,-65,9,24525,t,2026-09-05 18:56:43.832457+00
6389,1,1122,25.8,82.3,-93,5.75,16845,t,2026-09-05 18:56:51.087852+00
6390,2,1635,30.4,67,-65,9,24540,t,2026-09-05 18:56:58.83767+00
6391,1,1123,25.8,82.3,-94,5.75,16860,t,2026-09-05 18:57:06.08679+00
6392,2,1636,30.4,67,-65,8.75,24555,t,2026-09-05 18:57:13.832348+00
6393,1,1124,25.8,82.4,-93,5.5,16875,t,2026-09-05 18:57:21.278525+00
6394,2,1637,30,67,-66,9,24570,t,2026-09-05 18:57:29.059188+00
6395,1,1125,25.8,82.4,-94,5.75,16890,t,2026-09-05 18:57:36.088114+00
6396,2,1638,30.8,67,-65,9.5,24585,t,2026-09-05 18:57:43.832492+00
6397,1,1126,25.8,82.4,-93,5.25,16905,t,2026-09-05 18:57:51.086656+00
6398,2,1639,30.6,67,-64,9.25,24600,t,2026-09-05 18:57:58.83107+00
6399,1,1127,25.8,82.4,-93,5.75,16920,t,2026-09-05 18:58:06.085055+00
6400,2,1640,30.6,67,-65,9.25,24615,t,2026-09-05 18:58:14.119249+00
6401,1,1128,25.8,82.4,-94,5.5,16935,t,2026-09-05 18:58:21.086585+00
6402,2,1641,30.9,67,-64,9,24630,t,2026-09-05 18:58:28.85934+00
6403,1,1129,25.7,82.5,-93,5.5,16950,t,2026-09-05 18:58:36.084285+00
6404,2,1642,30.4,67,-65,9,24645,t,2026-09-05 18:58:43.83079+00
6405,1,1130,25.7,82.5,-94,5.5,16965,t,2026-09-05 18:58:51.091262+00
6406,2,1643,30.5,67,-65,9.5,24660,t,2026-09-05 18:58:58.837981+00
6407,1,1131,25.7,82.4,-94,5.75,16980,t,2026-09-05 18:59:07.375361+00
6408,2,1644,30,67,-65,9.25,24675,t,2026-09-05 18:59:13.914493+00
6409,1,1132,25.7,82.5,-94,5.5,16995,t,2026-09-05 18:59:21.355863+00
6410,2,1645,30.2,67,-64,9,24690,t,2026-09-05 18:59:28.829883+00
6411,1,1133,25.7,82.5,-94,5.5,17010,t,2026-09-05 18:59:36.083251+00
6412,2,1646,30.3,67,-65,9,24705,t,2026-09-05 18:59:43.830229+00
6413,1,1134,25.8,82.4,-94,5.75,17025,t,2026-09-05 18:59:51.083313+00
6414,2,1647,30.6,67,-65,9,24720,t,2026-09-05 18:59:58.827362+00
6415,1,1135,25.8,82.4,-94,5,17040,t,2026-09-05 19:00:06.093544+00
6416,2,1648,30.8,67,-65,9.25,24735,t,2026-09-05 19:00:13.872118+00
6417,1,1136,25.8,82.4,-93,5.75,17055,t,2026-09-05 19:00:21.089656+00
6418,2,1649,30.8,67,-65,8.5,24750,t,2026-09-05 19:00:29.033869+00
6419,1,1137,25.8,82.4,-94,6,17070,t,2026-09-05 19:00:36.082033+00
6420,2,1650,30.5,67,-64,10,24765,t,2026-09-05 19:00:43.827064+00
6421,1,1138,25.8,82.4,-94,5.75,17085,t,2026-09-05 19:00:51.081808+00
6422,2,1651,30,67,-65,9.5,24780,t,2026-09-05 19:00:58.826693+00
6423,1,1139,25.8,82.4,-94,5.5,17100,t,2026-09-05 19:01:06.080884+00
6424,2,1652,30.5,67,-65,9.25,24795,t,2026-09-05 19:01:13.825707+00
6425,1,1140,25.8,82.4,-93,5.5,17115,t,2026-09-05 19:01:21.397719+00
6426,2,1653,30.5,67,-65,9.75,24810,t,2026-09-05 19:01:28.87989+00
6427,1,1141,25.8,82.4,-94,5.5,17130,t,2026-09-05 19:01:36.151341+00
6428,2,1654,30.3,67,-65,9.25,24825,t,2026-09-05 19:01:43.824873+00
6429,1,1142,25.8,82.4,-94,5.5,17145,t,2026-09-05 19:01:51.080253+00
6430,2,1655,30,67,-65,8.75,24840,t,2026-09-05 19:01:58.84477+00
6431,1,1143,25.8,82.4,-94,5.75,17160,t,2026-09-05 19:02:06.424717+00
6432,2,1656,30.6,67,-65,8.75,24855,t,2026-09-05 19:02:13.827884+00
6433,1,1144,25.8,82.4,-93,5.75,17175,t,2026-09-05 19:02:21.079427+00
6434,2,1657,30.3,67,-65,8.75,24870,t,2026-09-05 19:02:29.197357+00
6435,1,1145,25.8,82.4,-94,5.5,17190,t,2026-09-05 19:02:36.078867+00
6436,2,1658,30,67,-65,9.25,24885,t,2026-09-05 19:02:43.837145+00
6437,1,1146,25.8,82.4,-93,5.75,17205,t,2026-09-05 19:02:51.314307+00
6438,2,1659,30.7,67,-64,9,24900,t,2026-09-05 19:02:58.823488+00
6439,1,1147,25.8,82.4,-93,5.75,17220,t,2026-09-05 19:03:06.078477+00
6440,2,1660,30.7,67,-65,9,24915,t,2026-09-05 19:03:13.823604+00
6441,1,1148,25.8,82.4,-94,5.75,17235,t,2026-09-05 19:03:21.111954+00
6442,2,1661,30.9,67,-65,9,24930,t,2026-09-05 19:03:28.822402+00
6443,1,1149,25.8,82.4,-93,5.25,17250,t,2026-09-05 19:03:36.080476+00
6444,2,1662,30,67,-65,9,24945,t,2026-09-05 19:03:43.820813+00
6445,1,1150,25.6,82.5,-94,5.25,17265,t,2026-09-05 19:03:51.311877+00
6446,2,1663,30.9,67,-65,9,24960,t,2026-09-05 19:03:58.823382+00
6447,1,1151,25.8,82.4,-94,5.5,17280,t,2026-09-05 19:04:06.077975+00
6448,2,1664,30.9,67,-65,8.5,24975,t,2026-09-05 19:04:13.862622+00
6449,1,1152,25.8,82.4,-93,5.75,17295,t,2026-09-05 19:04:21.077044+00
6450,2,1665,30.9,67,-65,9.25,24990,t,2026-09-05 19:04:29.064566+00
6451,1,1153,25.8,82.4,-94,5.25,17310,t,2026-09-05 19:04:36.077951+00
6452,2,1666,30.8,67,-65,8.5,25005,t,2026-09-05 19:04:44.097429+00
6453,1,1154,25.8,82.4,-94,5.5,17325,t,2026-09-05 19:04:51.120313+00
6454,2,1667,30.5,67,-65,8.75,25020,t,2026-09-05 19:04:58.818336+00
6455,1,1155,25.8,82.4,-94,5.75,17340,t,2026-09-05 19:05:06.075684+00
6456,2,1668,30.4,67,-65,9.25,25035,t,2026-09-05 19:05:13.818402+00
6457,1,1156,25.8,82.4,-94,5.75,17355,t,2026-09-05 19:05:21.073235+00
6458,2,1669,30.3,67,-65,9.5,25050,t,2026-09-05 19:05:28.818253+00
6459,1,1157,25.8,82.4,-93,5.75,17370,t,2026-09-05 19:05:36.075586+00
6460,2,1670,30.9,67,-65,8.75,25065,t,2026-09-05 19:05:43.81967+00
6461,1,1158,25.8,82.4,-93,5,17385,t,2026-09-05 19:05:51.32503+00
6462,2,1671,30.2,67,-65,9.5,25080,t,2026-09-05 19:05:59.122191+00
6463,1,1159,25.8,82.4,-94,5.75,17400,t,2026-09-05 19:06:06.073337+00
6464,2,1672,30.6,67,-65,9,25095,t,2026-09-05 19:06:14.02066+00
6465,1,1160,25.8,82.4,-94,5.25,17415,t,2026-09-05 19:06:21.074131+00
6466,2,1673,30.3,67,-65,9,25110,t,2026-09-05 19:06:28.816493+00
6467,1,1161,25.8,82.4,-94,5.5,17430,t,2026-09-05 19:06:37.021389+00
6468,2,1674,30.8,67,-65,9.5,25125,t,2026-09-05 19:06:43.968016+00
6469,2,1675,30.2,67,-66,9,25140,t,2026-09-05 19:06:58.814325+00
6470,1,1163,25.8,82.4,-93,5.25,17460,t,2026-09-05 19:07:06.07298+00
6471,2,1676,30.6,67,-65,8.75,25155,t,2026-09-05 19:07:13.876596+00
6472,1,1164,25.8,82.4,-94,5.25,17475,t,2026-09-05 19:07:21.129984+00
6473,2,1677,30.7,67,-64,9.75,25170,t,2026-09-05 19:07:28.928309+00
6474,1,1165,25.8,82.4,-94,5.5,17490,t,2026-09-05 19:07:36.072118+00
6475,2,1678,30.1,67,-65,8.75,25185,t,2026-09-05 19:07:44.075707+00
6476,1,1166,25.8,82.4,-93,5.75,17505,t,2026-09-05 19:07:51.071929+00
6477,2,1679,30.3,67,-66,9.25,25200,t,2026-09-05 19:07:58.81377+00
6478,2,1680,30.2,67,-65,9,25215,t,2026-09-05 19:08:13.839635+00
6479,1,1168,25.8,82.4,-94,5.5,17535,t,2026-09-05 19:08:21.076482+00
6480,2,1681,30.3,67,-65,8.75,25230,t,2026-09-05 19:08:29.030384+00
6481,1,1169,25.8,82.4,-94,5.75,17550,t,2026-09-05 19:08:36.070667+00
6482,2,1682,30.2,67,-65,9.25,25245,t,2026-09-05 19:08:44.184521+00
6483,1,1170,25.8,82.4,-93,5.75,17565,t,2026-09-05 19:08:52.786807+00
6484,2,1683,30.1,67,-65,9.25,25260,t,2026-09-05 19:08:59.037229+00
6485,1,1171,25.8,82.4,-93,5.75,17580,t,2026-09-05 19:09:06.068741+00
6486,2,1684,30.9,67,-64,8.75,25275,t,2026-09-05 19:09:13.810358+00
6487,1,1172,25.8,82.4,-94,5.5,17595,t,2026-09-05 19:09:21.06914+00
6488,1,1173,25.8,82.4,-95,5.5,17610,t,2026-09-05 19:09:36.101338+00
6489,2,1686,30.3,67,-65,9.5,25305,t,2026-09-05 19:09:43.810148+00
6490,1,1174,25.8,82.4,-95,5.5,17625,t,2026-09-05 19:09:51.354258+00
6491,2,1687,30.3,67,-66,9.25,25320,t,2026-09-05 19:09:58.810384+00
6492,1,1175,25.8,82.4,-93,5.5,17640,t,2026-09-05 19:10:06.068823+00
6493,1,1176,25.8,82.4,-93,5.75,17655,t,2026-09-05 19:10:21.281034+00
6494,2,1689,30.4,67,-65,9.25,25350,t,2026-09-05 19:10:29.007392+00
6495,2,1690,30.3,67,-65,9,25365,t,2026-09-05 19:10:43.82523+00
6496,1,1178,25.7,82.5,-94,5.25,17685,t,2026-09-05 19:10:51.369282+00
6497,2,1691,30.3,67,-64,9.25,25380,t,2026-09-05 19:10:58.945008+00
6498,1,1179,25.8,82.4,-94,5.25,17700,t,2026-09-05 19:11:06.066702+00
6499,2,1692,30.8,67,-65,8.75,25395,t,2026-09-05 19:11:13.806685+00
6500,1,1180,25.7,82.5,-94,5.25,17715,t,2026-09-05 19:11:21.067774+00
6501,2,1693,30.6,67,-65,9,25410,t,2026-09-05 19:11:28.806436+00
6502,1,1181,25.8,82.4,-93,5.75,17730,t,2026-09-05 19:11:36.065516+00
6503,2,1694,30.6,67,-64,9.5,25425,t,2026-09-05 19:11:43.807443+00
6504,1,1182,25.7,82.5,-94,5.5,17745,t,2026-09-05 19:11:51.06638+00
6505,2,1695,30.2,67,-64,9,25440,t,2026-09-05 19:11:58.804868+00
6506,1,1183,25.7,82.5,-93,5.5,17760,t,2026-09-05 19:12:06.066853+00
6507,2,1696,30.3,67,-65,9,25455,t,2026-09-05 19:12:14.202107+00
6508,1,1184,25.7,82.6,-94,5.75,17775,t,2026-09-05 19:12:21.06646+00
6509,2,1697,30.4,67,-64,9.25,25470,t,2026-09-05 19:12:29.05605+00
6510,1,1185,25.7,82.5,-94,5.5,17790,t,2026-09-05 19:12:36.063419+00
6511,2,1698,30.5,67,-65,9.25,25485,t,2026-09-05 19:12:43.803997+00
6512,1,1186,25.7,82.5,-94,5.5,17805,t,2026-09-05 19:12:51.064849+00
6513,2,1699,30.9,67,-65,9.25,25500,t,2026-09-05 19:12:58.804847+00
6514,1,1187,25.7,82.5,-94,5.75,17820,t,2026-09-05 19:13:06.330106+00
6515,2,1700,30.3,67,-65,9,25515,t,2026-09-05 19:13:13.804986+00
6516,1,1188,25.7,82.6,-93,5.5,17835,t,2026-09-05 19:13:21.074425+00
6517,2,1701,30.2,67,-65,9.5,25530,t,2026-09-05 19:13:35.103715+00
6518,1,1189,25.7,82.6,-93,5.75,17850,t,2026-09-05 19:13:36.062968+00
6519,2,1702,30.2,67,-64,9.75,25545,t,2026-09-05 19:13:44.119377+00
6520,1,1190,25.6,82.6,-94,5.5,17865,t,2026-09-05 19:13:51.062226+00
6521,2,1703,30.2,67,-65,9,25560,t,2026-09-05 19:13:58.802218+00
6522,1,1191,25.6,82.6,-94,5.5,17880,t,2026-09-05 19:14:06.064517+00
6523,2,1704,30.1,67,-65,9.25,25575,t,2026-09-05 19:14:13.802604+00
6524,1,1192,25.6,82.7,-93,5.5,17895,t,2026-09-05 19:14:21.065088+00
6525,2,1705,30.2,67,-65,9,25590,t,2026-09-05 19:14:29.123841+00
6526,1,1193,25.6,82.7,-94,5.75,17910,t,2026-09-05 19:14:36.061461+00
6527,2,1706,30.2,67,-65,9.25,25605,t,2026-09-05 19:14:43.804794+00
6528,1,1194,25.6,82.6,-94,5.75,17925,t,2026-09-05 19:14:51.066768+00
6529,2,1707,30,67,-64,9,25620,t,2026-09-05 19:14:58.800307+00
6530,1,1195,25.7,82.6,-94,5.75,17940,t,2026-09-05 19:15:06.060821+00
6531,2,1708,30.4,67,-65,9,25635,t,2026-09-05 19:15:13.873771+00
6532,1,1196,25.7,82.6,-94,5.75,17955,t,2026-09-05 19:15:21.061339+00
6533,2,1709,30.3,67,-65,9.25,25650,t,2026-09-05 19:15:28.80206+00
6534,1,1197,25.7,82.6,-94,5.5,17970,t,2026-09-05 19:15:40.135754+00
6535,2,1710,30.1,67,-65,9.5,25665,t,2026-09-05 19:15:43.796965+00
6536,1,1198,25.7,82.6,-94,5.75,17985,t,2026-09-05 19:15:51.060105+00
6537,2,1711,30.4,67,-65,9.25,25680,t,2026-09-05 19:15:58.798441+00
6538,1,1199,25.7,82.6,-94,5.75,18000,t,2026-09-05 19:16:06.060771+00
6539,2,1712,30.8,67,-65,8.75,25695,t,2026-09-05 19:16:13.923436+00
6540,2,1766,30.9,67,-63,9.25,26505,t,2026-09-05 19:29:44.276313+00
6541,1,1254,25.7,82.7,-94,5.25,18825,t,2026-09-05 19:29:51.398133+00
6542,2,1767,30.1,67,-66,8.75,26520,t,2026-09-05 19:29:59.131114+00
6543,1,1255,25.7,82.6,-96,4.5,18840,t,2026-09-05 19:30:06.646879+00
6544,2,1768,30,67,-63,9.5,26535,t,2026-09-05 19:30:14.129316+00
6545,1,1256,25.7,82.6,-93,5.75,18855,t,2026-09-05 19:30:21.396421+00
6546,2,1769,30.1,67,-64,9.25,26550,t,2026-09-05 19:30:29.127939+00
6547,2,1770,30.7,67,-64,9.25,26565,t,2026-09-05 19:30:44.129206+00
6548,1,1258,25.7,82.6,-94,5.5,18885,t,2026-09-05 19:30:51.395573+00
6549,2,1771,30.9,67,-64,9.25,26580,t,2026-09-05 19:30:59.12815+00
6550,1,1259,25.7,82.6,-94,5.75,18900,t,2026-09-05 19:31:06.452627+00
6551,2,1772,30,67,-61,9.25,26595,t,2026-09-05 19:31:14.403039+00
6552,1,1260,25.7,82.6,-94,6,18915,t,2026-09-05 19:31:21.39691+00
6553,2,1773,30.3,67,-60,9,26610,t,2026-09-05 19:31:29.335985+00
6554,1,1261,25.7,82.6,-94,5.75,18930,t,2026-09-05 19:31:36.402684+00
6555,2,1774,30.3,67,-61,9.25,26625,t,2026-09-05 19:31:44.127061+00
6556,1,1262,25.7,82.7,-93,5.75,18945,t,2026-09-05 19:31:51.395938+00
6557,2,1775,30.3,67,-62,8.75,26640,t,2026-09-05 19:31:59.126466+00
6558,1,1263,25.7,82.7,-94,5.75,18960,t,2026-09-05 19:32:06.395284+00
6559,2,1776,30.3,67,-61,9.25,26655,t,2026-09-05 19:32:14.125763+00
6560,1,1264,25.7,82.7,-95,5.25,18975,t,2026-09-05 19:32:21.675367+00
6561,2,1777,30.2,67,-61,9,26670,t,2026-09-05 19:32:29.126293+00
6562,1,1265,25.7,82.6,-95,5.75,18990,t,2026-09-05 19:32:36.520432+00
6563,2,1778,30.3,67,-61,9.5,26685,t,2026-09-05 19:32:44.389016+00
6564,1,1266,25.7,82.6,-95,5.25,19005,t,2026-09-05 19:32:51.393726+00
6565,2,1779,30.4,67,-61,9.25,26700,t,2026-09-05 19:32:59.129719+00
6566,1,1267,25.7,82.7,-95,5.5,19020,t,2026-09-05 19:33:06.517162+00
6567,2,1780,30.5,67,-62,9,26715,t,2026-09-05 19:33:14.512299+00
6568,1,1268,25.7,82.7,-93,5.75,19035,t,2026-09-05 19:33:21.395842+00
6569,2,1781,30.7,67,-62,9.25,26730,t,2026-09-05 19:33:29.12898+00
6570,1,1269,25.7,82.7,-94,5.5,19050,t,2026-09-05 19:33:36.391555+00
6571,2,1782,30.1,67,-61,9.5,26745,t,2026-09-05 19:33:44.316209+00
6572,1,1270,25.7,82.7,-95,5.5,19065,t,2026-09-05 19:33:51.392506+00
6573,2,1783,30.5,67,-61,9.5,26760,t,2026-09-05 19:33:59.126981+00
6574,1,1271,25.7,82.7,-95,5.25,19080,t,2026-09-05 19:34:06.394456+00
6575,2,1784,30.9,67,-60,9,26775,t,2026-09-05 19:34:15.941561+00
6576,1,1272,25.7,82.7,-94,5.5,19095,t,2026-09-05 19:34:21.584454+00
6577,2,1785,30.3,67,-61,9.5,26790,t,2026-09-05 19:34:29.539242+00
6578,1,1273,25.7,82.7,-94,5.75,19110,t,2026-09-05 19:34:36.393659+00
6579,2,1786,30.4,67,-60,9,26805,t,2026-09-05 19:34:44.121061+00
6580,1,1274,25.7,82.7,-94,5.75,19125,t,2026-09-05 19:34:51.391989+00
6581,2,1787,30.5,67,-60,9,26820,t,2026-09-05 19:34:59.120806+00
6582,1,1275,25.7,82.7,-94,6,19140,t,2026-09-05 19:35:06.397587+00
6583,2,1788,30.9,67,-60,9,26835,t,2026-09-05 19:35:14.126777+00
6584,1,1276,25.7,82.7,-94,5.75,19155,t,2026-09-05 19:35:21.855591+00
6585,1,1277,25.7,82.7,-93,6,19170,t,2026-09-05 19:35:36.393441+00
6586,2,1791,30.2,67,-58,9.75,26880,t,2026-09-05 19:35:59.122426+00
