id,node_id,seq,temperature,humidity,rssi,snr,uptime_s,checksum_ok,received_at
6072,2,1459,30.5,69,-68,8.5,21900,t,2026-09-05 18:12:58.8793+00
6073,1,947,25.8,82.1,-94,5.5,14220,t,2026-09-05 18:13:06.33775+00
6074,2,1460,30.4,69,-68,8.75,21915,t,2026-09-05 18:13:15.138452+00
6075,1,948,25.8,82.4,-95,5.25,14235,t,2026-09-05 18:13:21.284671+00
6076,2,1461,30.5,69,-67,8.5,21930,t,2026-09-05 18:13:29.012178+00
6077,1,949,25.8,82.1,-95,5,14250,t,2026-09-05 18:13:36.084494+00
6078,2,1462,30.4,69,-66,9,21945,t,2026-09-05 18:13:43.876283+00
6079,2,1463,30.5,69,-67,8.75,21960,t,2026-09-05 18:14:00.712379+00
6080,1,951,25.8,82.1,-94,5,14280,t,2026-09-05 18:14:06.444734+00
6081,2,1464,30.3,69,-68,8.25,21975,t,2026-09-05 18:14:14.019092+00
6082,1,952,25.8,82.1,-94,5.25,14295,t,2026-09-05 18:14:21.493842+00
6083,2,1465,30.4,69,-64,9,21990,t,2026-09-05 18:14:30.712809+00
6084,2,1466,30.6,69,-64,9.25,22005,t,2026-09-05 18:14:43.873714+00
6085,1,954,25.8,82.1,-94,5.5,14325,t,2026-09-05 18:14:51.082931+00
6086,2,1467,30.8,69,-64,9,22020,t,2026-09-05 18:14:59.498269+00
6087,1,955,25.8,82.1,-94,5.25,14340,t,2026-09-05 18:15:06.082482+00
6088,2,1468,30,69,-64,8.75,22035,t,2026-09-05 18:15:13.979825+00
6089,1,956,25.8,82.1,-95,5,14355,t,2026-09-05 18:15:21.263433+00
6090,2,1469,30,69,-64,8.75,22050,t,2026-09-05 18:15:28.871959+00
6091,1,957,25.8,82.1,-95,5.25,14370,t,2026-09-05 18:15:36.08851+00
6092,2,1470,30.6,69,-64,9,22065,t,2026-09-05 18:15:43.873494+00
6093,1,958,25.8,82.1,-94,5.25,14385,t,2026-09-05 18:15:51.080927+00
6094,2,1471,30.8,69,-64,8.75,22080,t,2026-09-05 18:15:58.87902+00
6095,1,959,25.8,82.1,-94,5,14400,t,2026-09-05 18:16:06.559788+00
6096,2,1472,30.9,69,-63,9.25,22095,t,2026-09-05 18:16:13.872638+00
6097,1,960,25.8,82.1,-95,5,14415,t,2026-09-05 18:16:21.081821+00
6098,2,1473,30.1,69,-62,9.25,22110,t,2026-09-05 18:16:28.87169+00
6099,1,961,25.8,82.1,-94,5,14430,t,2026-09-05 18:16:36.081051+00
6100,2,1474,30.1,69,-62,8.75,22125,t,2026-09-05 18:16:44.354589+00
6101,1,962,25.8,82.1,-95,5.25,14445,t,2026-09-05 18:16:51.405397+00
6102,2,1475,30.2,69,-63,8.75,22140,t,2026-09-05 18:16:59.192181+00
6103,1,963,25.8,82.1,-95,5,14460,t,2026-09-05 18:17:06.081138+00
6104,2,1476,30.9,69,-63,9,22155,t,2026-09-05 18:17:13.871167+00
6105,1,964,25.8,82.1,-94,5.25,14475,t,2026-09-05 18:17:21.079611+00
6106,2,1477,30,69,-63,9.25,22170,t,2026-09-05 18:17:28.869131+00
6107,1,965,25.8,82.1,-94,5.25,14490,t,2026-09-05 18:17:36.079189+00
6108,2,1478,30.7,69,-60,9.25,22185,t,2026-09-05 18:17:43.87007+00
6109,1,966,25.8,82,-95,5,14505,t,2026-09-05 18:17:51.079686+00
6110,2,1479,30.6,69,-61,9.5,22200,t,2026-09-05 18:17:58.870743+00
6111,1,967,25.8,82.1,-94,5.25,14520,t,2026-09-05 18:18:06.469668+00
6112,2,1480,30.7,69,-60,9.75,22215,t,2026-09-05 18:18:13.876302+00
6113,1,968,25.8,82.1,-95,5.25,14535,t,2026-09-05 18:18:21.079845+00
6114,1,969,25.9,82.1,-93,5.25,14550,t,2026-09-05 18:18:36.079012+00
6115,2,1482,30.7,69,-60,8.5,22245,t,2026-09-05 18:18:44.355045+00
6116,2,1483,30.5,69,-60,9.25,22260,t,2026-09-05 18:18:58.86629+00
6117,1,971,25.8,82,-94,5.25,14580,t,2026-09-05 18:19:06.07956+00
6118,2,1484,30.6,69,-60,9.25,22275,t,2026-09-05 18:19:14.045931+00
6119,1,973,25.8,82.1,-94,4.75,14610,t,2026-09-05 18:19:36.481925+00
6120,2,1486,30.3,69,-62,9,22305,t,2026-09-05 18:19:43.865124+00
6121,1,974,25.8,82.1,-94,5,14625,t,2026-09-05 18:19:51.482891+00
6122,1,975,25.8,82.1,-93,5.5,14640,t,2026-09-05 18:20:06.544685+00
6123,2,1488,30.1,69,-61,9.25,22335,t,2026-09-05 18:20:14.269423+00
6124,1,976,25.8,82.1,-94,5.25,14655,t,2026-09-05 18:20:21.28615+00
6125,2,1489,30.2,69,-60,9.25,22350,t,2026-09-05 18:20:28.892693+00
6126,1,977,25.8,82.1,-94,5.5,14670,t,2026-09-05 18:20:36.074275+00
6127,2,1490,30.8,69,-60,9,22365,t,2026-09-05 18:20:43.894991+00
6128,1,978,25.8,82.1,-94,5.25,14685,t,2026-09-05 18:20:51.082222+00
6129,2,1491,30.7,69,-59,9,22380,t,2026-09-05 18:20:58.891848+00
6130,1,979,25.8,82.1,-95,5,14700,t,2026-09-05 18:21:06.10867+00
6131,2,1492,30.3,69,-59,9,22395,t,2026-09-05 18:21:14.171211+00
6132,1,980,25.8,82.1,-94,5,14715,t,2026-09-05 18:21:21.074285+00
6133,2,1493,30.2,69,-59,9,22410,t,2026-09-05 18:21:28.892942+00
6134,1,981,25.8,82.1,-95,5.25,14730,t,2026-09-05 18:21:36.411455+00
6135,2,1494,30.9,69,-59,9,22425,t,2026-09-05 18:21:43.891396+00
6136,1,982,25.9,82.1,-95,4.5,14745,t,2026-09-05 18:21:51.080238+00
6137,2,1495,30.7,69,-60,8.75,22440,t,2026-09-05 18:21:58.890036+00
6138,1,983,25.8,82.1,-95,4.75,14760,t,2026-09-05 18:22:06.073664+00
6139,2,1496,30.4,69,-60,8.75,22455,t,2026-09-05 18:22:14.073397+00
6140,1,984,25.8,82.1,-94,5.25,14775,t,2026-09-05 18:22:21.242022+00
6141,2,1497,30.3,69,-60,8.75,22470,t,2026-09-05 18:22:29.327112+00
6142,1,985,25.8,82.1,-94,5,14790,t,2026-09-05 18:22:36.071608+00
6143,2,1498,30.3,69,-60,8.75,22485,t,2026-09-05 18:22:44.069896+00
6144,1,986,25.8,82.1,-95,4.75,14805,t,2026-09-05 18:22:51.351056+00
6145,2,1499,30.4,69,-60,9,22500,t,2026-09-05 18:22:59.23091+00
6146,1,987,25.8,82.1,-94,5.25,14820,t,2026-09-05 18:23:06.072257+00
6147,2,1500,30.5,69,-59,9,22515,t,2026-09-05 18:23:14.182922+00
6148,1,988,25.8,82.1,-95,4.75,14835,t,2026-09-05 18:23:21.073021+00
6149,2,1501,30.2,69,-59,8.75,22530,t,2026-09-05 18:23:28.887663+00
6150,1,989,25.8,82.1,-95,4.75,14850,t,2026-09-05 18:23:36.2006+00
6151,2,1502,30.9,69,-59,9.5,22545,t,2026-09-05 18:23:43.886393+00
6152,1,990,25.8,82.1,-95,4.75,14865,t,2026-09-05 18:23:51.070604+00
6153,2,1503,30.9,69,-60,9.25,22560,t,2026-09-05 18:23:58.886149+00
6154,2,1504,30.9,69,-60,9,22575,t,2026-09-05 18:24:13.886994+00
6155,1,992,25.8,82.1,-94,4.75,14895,t,2026-09-05 18:24:21.070775+00
6156,2,1505,30.9,69,-60,9.5,22590,t,2026-09-05 18:24:28.888634+00
6157,1,993,25.8,82.1,-95,5,14910,t,2026-09-05 18:24:36.278038+00
6158,2,1506,30.9,69,-60,9.5,22605,t,2026-09-05 18:24:44.090343+00
6159,1,994,25.8,82.1,-95,4.75,14925,t,2026-09-05 18:24:51.215876+00
6160,2,1507,30.9,69,-61,9.5,22620,t,2026-09-05 18:24:58.883469+00
6161,2,1508,30.8,69,-61,9.25,22635,t,2026-09-05 18:25:13.885551+00
6162,1,996,25.8,82.1,-95,5,14955,t,2026-09-05 18:25:21.582744+00
6163,2,1509,30.9,69,-61,8.75,22650,t,2026-09-05 18:25:29.251614+00
6164,1,997,25.8,82.1,-94,5,14970,t,2026-09-05 18:25:36.104694+00
6165,2,1510,30.9,69,-60,9.75,22665,t,2026-09-05 18:25:43.882504+00
6166,1,998,25.8,82,-94,4.75,14985,t,2026-09-05 18:25:51.163107+00
6167,2,1511,30.9,69,-60,10,22680,t,2026-09-05 18:25:58.883132+00
6168,1,999,25.8,82,-94,5,15000,t,2026-09-05 18:26:06.319858+00
6169,2,1512,30,69,-61,9,22695,t,2026-09-05 18:26:13.88497+00
6170,1,1000,25.8,82.1,-95,5,15015,t,2026-09-05 18:26:21.067589+00
6171,2,1513,30,69,-61,9,22710,t,2026-09-05 18:26:28.880458+00
6172,2,1514,30,69,-61,9,22725,t,2026-09-05 18:26:43.893313+00
6173,1,1002,25.8,82,-95,4.75,15045,t,2026-09-05 18:26:51.172998+00
6174,2,1515,30.9,69,-61,8.75,22740,t,2026-09-05 18:26:58.881391+00
6175,1,1003,25.8,81.9,-94,5.75,15060,t,2026-09-05 18:27:06.066886+00
6176,2,1516,30,69,-62,9.5,22755,t,2026-09-05 18:27:14.078061+00
6177,1,1004,25.8,82,-94,5.25,15075,t,2026-09-05 18:27:21.066994+00
6178,2,1517,30.2,69,-61,9,22770,t,2026-09-05 18:27:28.880501+00
6179,1,1005,25.8,82.1,-94,4.75,15090,t,2026-09-05 18:27:36.394814+00
6180,2,1518,30.2,69,-61,9,22785,t,2026-09-05 18:27:43.905626+00
6181,1,1006,25.8,82.1,-94,5.75,15105,t,2026-09-05 18:27:51.066303+00
6182,2,1519,30,69,-60,9,22800,t,2026-09-05 18:27:58.877661+00
6183,1,1007,25.8,82.1,-94,5.75,15120,t,2026-09-05 18:28:06.064911+00
6184,2,1520,30.1,69,-61,9.25,22815,t,2026-09-05 18:28:13.878594+00
6185,1,1008,25.8,82.1,-94,5.5,15135,t,2026-09-05 18:28:21.065125+00
6186,2,1521,30.1,69,-61,9,22830,t,2026-09-05 18:28:28.87874+00
6187,1,1009,25.8,82.1,-93,5.75,15150,t,2026-09-05 18:28:36.064346+00
6188,2,1522,30.3,69,-62,9,22845,t,2026-09-05 18:28:43.880109+00
6189,1,1010,25.8,82.2,-93,5.5,15165,t,2026-09-05 18:28:51.064391+00
6190,1,1011,25.8,82.1,-93,5.75,15180,t,2026-09-05 18:29:06.062361+00
6191,2,1524,30.2,69,-62,9.25,22875,t,2026-09-05 18:29:13.87739+00
6192,1,1012,25.8,82.1,-93,5.5,15195,t,2026-09-05 18:29:21.06355+00
6193,2,1525,30.9,69,-61,8.75,22890,t,2026-09-05 18:29:28.879084+00
6194,1,1013,25.8,82.1,-94,6.75,15210,t,2026-09-05 18:29:36.0633+00
6195,2,1526,30.9,69,-61,9.25,22905,t,2026-09-05 18:29:43.878354+00
6196,2,1527,30.8,69,-61,8.75,22920,t,2026-09-05 18:29:58.875094+00
6197,1,1015,25.8,82.1,-94,5.25,15240,t,2026-09-05 18:30:06.243249+00
6198,1,1016,25.8,82.2,-93,5,15255,t,2026-09-05 18:30:21.451471+00
6199,2,1529,30.3,69,-61,9.25,22950,t,2026-09-05 18:30:28.877831+00
6200,2,1530,30.1,69,-61,9,22965,t,2026-09-05 18:30:43.925969+00
6201,1,1018,25.6,82.3,-93,5.5,15285,t,2026-09-05 18:30:51.094877+00
6202,2,1531,30.5,69,-61,9.75,22980,t,2026-09-05 18:30:58.874588+00
6203,1,1019,25.8,82.1,-94,5.25,15300,t,2026-09-05 18:31:06.062113+00
6204,2,1532,30,69,-61,9,22995,t,2026-09-05 18:31:14.032246+00
6205,1,1020,25.8,82.2,-94,5.25,15315,t,2026-09-05 18:31:21.061313+00
6206,2,1533,30.5,69,-60,9.25,23010,t,2026-09-05 18:31:28.876494+00
6207,2,1534,30.2,69,-61,9,23025,t,2026-09-05 18:31:43.873313+00
6208,1,1022,25.8,82.2,-94,5.75,15345,t,2026-09-05 18:31:51.061205+00
6209,2,1535,30,69,-60,8.75,23040,t,2026-09-05 18:31:58.871515+00
6210,1,1023,25.8,82.1,-94,5.25,15360,t,2026-09-05 18:32:06.461445+00
6211,2,1536,30.2,69,-60,9,23055,t,2026-09-05 18:32:13.872171+00
6212,1,1024,25.8,82.1,-93,5.5,15375,t,2026-09-05 18:32:21.207432+00
6213,2,1537,30.9,69,-61,9.75,23070,t,2026-09-05 18:32:28.872467+00
6214,1,1025,25.8,82.1,-93,5.5,15390,t,2026-09-05 18:32:36.059018+00
6215,2,1538,30.1,69,-61,9,23085,t,2026-09-05 18:32:44.145777+00
6216,1,1026,25.8,82.2,-94,5.25,15405,t,2026-09-05 18:32:51.057371+00
6217,2,1539,30.4,69,-61,9,23100,t,2026-09-05 18:32:58.871327+00
6218,1,1027,25.8,82.2,-94,5.25,15420,t,2026-09-05 18:33:06.059072+00
6219,2,1540,30.3,69,-61,9,23115,t,2026-09-05 18:33:13.90897+00
6220,1,1028,25.8,81.9,-95,5.25,15435,t,2026-09-05 18:33:21.057931+00
6221,2,1541,30.3,69,-60,9.25,23130,t,2026-09-05 18:33:28.871811+00
6222,1,1029,25.8,82.2,-94,5.25,15450,t,2026-09-05 18:33:36.061647+00
6223,2,1542,30.3,69,-62,8.75,23145,t,2026-09-05 18:33:43.869115+00
6224,1,1030,25.8,82.3,-95,5,15465,t,2026-09-05 18:33:51.318574+00
6225,2,1543,30.4,69,-61,9.5,23160,t,2026-09-05 18:33:58.867821+00
6226,2,1544,30.5,69,-60,8.75,23175,t,2026-09-05 18:34:13.868+00
6227,1,1032,25.8,82.2,-94,4.75,15495,t,2026-09-05 18:34:21.056079+00
6228,2,1545,30.1,69,-60,9,23190,t,2026-09-05 18:34:29.367877+00
6229,2,1546,30.6,69,-61,9,23205,t,2026-09-05 18:34:43.867297+00
6230,1,1034,25.8,82.2,-94,5,15525,t,2026-09-05 18:34:53.228607+00
6231,2,1547,30.5,69,-61,9,23220,t,2026-09-05 18:34:58.868316+00
6232,1,1035,25.8,82.2,-94,5,15540,t,2026-09-05 18:35:06.05535+00
6233,2,1548,30.1,69,-61,9.25,23235,t,2026-09-05 18:35:14.220838+00
6234,2,1549,30.6,69,-61,9.75,23250,t,2026-09-05 18:35:28.865429+00
6235,1,1037,25.8,82.2,-95,4.75,15570,t,2026-09-05 18:35:36.056802+00
6236,2,1550,30.4,69,-62,9,23265,t,2026-09-05 18:35:43.872182+00
6237,1,1038,25.8,82.2,-95,4.75,15585,t,2026-09-05 18:35:51.053543+00
6238,2,1551,30.4,69,-61,9,23280,t,2026-09-05 18:35:59.108472+00
6239,2,1552,30.3,69,-61,9.25,23295,t,2026-09-05 18:36:14.073348+00
6240,2,1553,30.1,69,-61,9,23310,t,2026-09-05 18:36:28.864217+00
6241,1,1041,25.8,82.1,-94,5.25,15630,t,2026-09-05 18:36:36.053665+00
6242,2,1554,30.3,69,-69,10,23325,t,2026-09-05 18:36:44.068868+00
6243,1,1042,25.8,82.1,-94,5.25,15645,t,2026-09-05 18:36:51.052256+00
6244,2,1555,30.3,69,-64,9.5,23340,t,2026-09-05 18:36:58.864152+00
6245,1,1043,25.8,82.1,-94,5.5,15660,t,2026-09-05 18:37:06.062805+00
6246,2,1556,30.2,69,-66,9,23355,t,2026-09-05 18:37:13.862063+00
6247,1,1044,25.8,82.2,-93,5.75,15675,t,2026-09-05 18:37:21.052267+00
6248,2,1557,30.8,69,-67,9.25,23370,t,2026-09-05 18:37:28.860944+00
6249,1,1045,25.8,82.2,-93,6.25,15690,t,2026-09-05 18:37:36.052432+00
6250,2,1558,30.8,69,-70,9,23385,t,2026-09-05 18:37:43.868254+00
6251,1,1046,25.8,82.2,-93,6.25,15705,t,2026-09-05 18:37:51.409931+00
6252,2,1559,30.5,69,-70,8,23400,t,2026-09-05 18:37:58.868757+00
6253,2,1560,30.8,69,-69,8.25,23415,t,2026-09-05 18:38:14.182734+00
6254,1,1048,25.8,82.3,-93,6,15735,t,2026-09-05 18:38:21.050374+00
6255,2,1561,30.8,69,-69,9,23430,t,2026-09-05 18:38:28.860736+00
6256,1,1049,25.8,82.3,-93,6,15750,t,2026-09-05 18:38:36.356914+00
6257,2,1562,30.5,69,-68,9,23445,t,2026-09-05 18:38:43.860186+00
6258,1,1050,25.8,82.3,-93,5.5,15765,t,2026-09-05 18:38:51.052779+00
6259,2,1563,30.2,69,-60,9.75,23460,t,2026-09-05 18:38:58.85887+00
6260,1,1051,25.8,82.3,-94,5.5,15780,t,2026-09-05 18:39:06.101969+00
6261,1,1052,25.8,82.3,-94,5.25,15795,t,2026-09-05 18:39:21.405784+00
6262,2,1565,30.9,69,-60,9,23490,t,2026-09-05 18:39:28.97654+00
6263,2,1566,30,69,-60,8.75,23505,t,2026-09-05 18:39:43.86533+00
6264,1,1054,25.8,82.4,-94,5.5,15825,t,2026-09-05 18:39:51.053594+00
6265,2,1567,30.5,69,-60,8.75,23520,t,2026-09-05 18:39:58.867697+00
6266,1,1055,25.8,82.3,-94,5.75,15840,t,2026-09-05 18:40:06.119457+00
6267,2,1568,30,69,-61,9,23535,t,2026-09-05 18:40:13.86538+00
6268,1,1056,25.8,82.3,-94,5.5,15855,t,2026-09-05 18:40:21.31852+00
6269,2,1569,30.5,69,-61,9.25,23550,t,2026-09-05 18:40:29.309456+00
6270,1,1057,25.8,82.4,-94,5.75,15870,t,2026-09-05 18:40:36.418095+00
6271,2,1570,30.2,69,-61,8.75,23565,t,2026-09-05 18:40:43.892891+00
6272,1,1058,25.8,82.3,-95,5.25,15885,t,2026-09-05 18:40:51.366968+00
6273,2,1571,30,69,-61,9,23580,t,2026-09-05 18:40:59.34683+00
6274,1,1059,25.8,82.3,-94,4.75,15900,t,2026-09-05 18:41:06.048663+00
6275,2,1572,30.7,69,-61,9.5,23595,t,2026-09-05 18:41:14.83394+00
6276,1,1060,25.8,82.3,-95,5.5,15915,t,2026-09-05 18:41:21.045018+00
6277,2,1573,30.5,69,-62,9.25,23610,t,2026-09-05 18:41:28.861513+00
6278,1,1061,25.8,82.3,-93,5.5,15930,t,2026-09-05 18:41:36.047746+00
6279,2,1574,30.6,69,-62,9.25,23625,t,2026-09-05 18:41:43.862728+00
6280,1,1062,25.8,82.3,-94,5.25,15945,t,2026-09-05 18:41:51.045513+00
6281,2,1575,30.4,69,-61,8.75,23640,t,2026-09-05 18:41:58.860833+00
6282,1,1063,25.8,82.3,-95,5.5,15960,t,2026-09-05 18:42:06.046637+00
6283,2,1576,30.2,69,-61,9.25,23655,t,2026-09-05 18:42:13.86017+00
6284,1,1064,25.8,82.3,-95,5.25,15975,t,2026-09-05 18:42:21.378114+00
6285,2,1577,30,69,-60,9.5,23670,t,2026-09-05 18:42:28.866877+00
6286,1,1065,25.8,82.3,-95,5.25,15990,t,2026-09-05 18:42:36.045187+00
6287,2,1578,30,69,-61,8.75,23685,t,2026-09-05 18:42:44.01248+00
6288,1,1066,25.8,82.2,-94,5.25,16005,t,2026-09-05 18:42:51.072466+00
6289,2,1579,30.7,69,-61,8.75,23700,t,2026-09-05 18:42:58.85948+00
6290,1,1067,25.8,82.3,-94,5.25,16020,t,2026-09-05 18:43:06.043753+00
6291,2,1580,30.5,69,-60,9.5,23715,t,2026-09-05 18:43:14.014959+00
6292,1,1068,25.8,82.3,-95,5,16035,t,2026-09-05 18:43:21.042687+00
6293,2,1581,30.2,69,-60,9,23730,t,2026-09-05 18:43:29.846762+00
6294,1,1069,25.8,82.3,-95,5,16050,t,2026-09-05 18:43:36.045392+00
6295,2,1582,30.7,68,-60,9.5,23745,t,2026-09-05 18:43:43.857825+00
6296,1,1070,25.6,82.5,-95,5.25,16065,t,2026-09-05 18:43:51.288252+00
6297,2,1583,30.8,69,-61,8.75,23760,t,2026-09-05 18:43:58.965935+00
6298,1,1071,25.8,82.4,-95,5.5,16080,t,2026-09-05 18:44:06.044146+00
6299,2,1584,30.9,69,-64,8.75,23775,t,2026-09-05 18:44:13.856699+00
6300,2,1585,30.2,68,-62,9.5,23790,t,2026-09-05 18:44:28.855249+00
6301,2,1586,30.4,68,-63,9,23805,t,2026-09-05 18:44:43.862182+00
6302,1,1075,25.8,82.4,-95,5.5,16140,t,2026-09-05 18:45:06.073423+00
6303,2,1588,30.3,68,-63,9,23835,t,2026-09-05 18:45:13.855487+00
6304,1,1076,25.8,82.4,-94,5.5,16155,t,2026-09-05 18:45:21.076622+00
6305,2,1589,30.2,68,-61,8.75,23850,t,2026-09-05 18:45:28.857027+00
6306,1,1077,25.8,82.4,-94,5.5,16170,t,2026-09-05 18:45:36.075498+00
6307,2,1590,30.5,68,-63,9.75,23865,t,2026-09-05 18:45:43.853199+00
6308,1,1078,25.8,82.4,-94,5.5,16185,t,2026-09-05 18:45:51.725777+00
6309,2,1591,30.7,68,-62,9.25,23880,t,2026-09-05 18:45:58.991257+00
6310,1,1079,25.8,82.4,-94,5.75,16200,t,2026-09-05 18:46:06.075314+00
6311,2,1592,30.9,68,-62,9,23895,t,2026-09-05 18:46:13.854815+00
6312,1,1080,25.8,82.4,-94,5.5,16215,t,2026-09-05 18:46:21.072529+00
6313,1,1081,25.8,82.4,-94,5.75,16230,t,2026-09-05 18:46:36.190808+00
6314,2,1594,30.4,68,-61,9.75,23925,t,2026-09-05 18:46:43.853583+00
6315,1,1082,25.8,82.4,-94,6,16245,t,2026-09-05 18:46:51.103641+00
6316,2,1595,30.6,68,-67,9.5,23940,t,2026-09-05 18:46:58.850187+00
6317,1,1083,25.8,82.4,-94,5.5,16260,t,2026-09-05 18:47:06.173139+00
6318,2,1596,30.7,68,-67,9,23955,t,2026-09-05 18:47:13.851894+00
6319,1,1084,25.8,82.4,-94,5.25,16275,t,2026-09-05 18:47:21.077101+00
6320,2,1597,30.8,68,-70,8.75,23970,t,2026-09-05 18:47:29.1146+00
6321,1,1085,25.8,82.3,-94,5.25,16290,t,2026-09-05 18:47:36.080808+00
6322,2,1598,30.4,68,-74,8.5,23985,t,2026-09-05 18:47:46.090711+00
6323,1,1086,25.8,82.4,-95,5.5,16305,t,2026-09-05 18:47:51.074682+00
6324,2,1599,30.9,68,-64,8.5,24000,t,2026-09-05 18:47:58.848959+00
6325,1,1087,25.8,82.3,-94,5,16320,t,2026-09-05 18:48:06.073342+00
6326,2,1600,30.1,68,-64,9.25,24015,t,2026-09-05 18:48:13.851174+00
6327,2,1601,30.3,68,-65,9,24030,t,2026-09-05 18:48:28.848693+00
6328,1,1090,25.8,82.3,-93,5.5,16365,t,2026-09-05 18:48:51.218786+00
6329,2,1603,30.8,68,-64,8.75,24060,t,2026-09-05 18:48:58.847681+00
6330,1,1091,25.8,82.3,-94,5.75,16380,t,2026-09-05 18:49:06.069807+00
6331,2,1604,30.5,68,-64,9.75,24075,t,2026-09-05 18:49:13.84824+00
6332,1,1092,25.8,82.3,-95,5.5,16395,t,2026-09-05 18:49:21.071184+00
6333,2,1605,30.8,68,-64,8.75,24090,t,2026-09-05 18:49:28.847689+00
6334,1,1093,25.8,82.3,-94,5.25,16410,t,2026-09-05 18:49:36.333814+00
6335,2,1606,30.5,68,-66,8.5,24105,t,2026-09-05 18:49:43.848197+00
6336,1,1094,25.8,82.4,-94,5,16425,t,2026-09-05 18:49:54.949531+00
6337,2,1607,30.9,68,-63,9,24120,t,2026-09-05 18:49:58.846628+00
6338,2,1608,30.2,68,-63,9.5,24135,t,2026-09-05 18:50:13.845466+00
6339,1,1096,25.8,82.3,-95,5.5,16455,t,2026-09-05 18:50:21.069574+00
6340,2,1609,30.2,68,-64,9.25,24150,t,2026-09-05 18:50:28.844921+00
6341,1,1097,25.6,82.4,-94,5.25,16470,t,2026-09-05 18:50:36.068354+00
6342,2,1610,30.3,68,-64,11.25,24165,t,2026-09-05 18:50:44.169191+00
6343,1,1098,25.8,82.3,-94,5.5,16485,t,2026-09-05 18:50:51.367286+00
6344,2,1611,30.4,68,-65,8.5,24180,t,2026-09-05 18:50:59.11574+00
6345,1,1099,25.8,82.3,-94,5.25,16500,t,2026-09-05 18:51:06.079339+00
6346,2,1612,30.3,68,-65,8.5,24195,t,2026-09-05 18:51:13.84389+00
6347,1,1100,25.8,82.3,-94,5.25,16515,t,2026-09-05 18:51:21.067984+00
6348,2,1613,30.7,68,-66,8.5,24210,t,2026-09-05 18:51:28.844308+00
6349,1,1101,25.8,82.3,-94,5.5,16530,t,2026-09-05 18:51:36.065191+00
6350,1,1102,25.8,82.2,-95,5.25,16545,t,2026-09-05 18:51:51.335054+00
6351,2,1615,30.5,68,-66,9,24240,t,2026-09-05 18:51:58.917045+00
6352,1,1103,25.8,82.3,-94,5.75,16560,t,2026-09-05 18:52:06.360146+00
6353,2,1616,30.7,68,-66,8.5,24255,t,2026-09-05 18:52:13.870564+00
6354,1,1104,25.8,82.3,-94,5.25,16575,t,2026-09-05 18:52:21.066642+00
6355,2,1617,30,68,-64,9.25,24270,t,2026-09-05 18:52:28.842232+00
6356,1,1105,25.8,82.3,-94,5.5,16590,t,2026-09-05 18:52:36.064955+00
6357,2,1618,30.2,68,-64,9,24285,t,2026-09-05 18:52:43.840178+00
6358,1,1106,25.8,82.3,-94,5.5,16605,t,2026-09-05 18:52:51.066102+00
6359,2,1619,30.9,67,-64,9.25,24300,t,2026-09-05 18:52:58.926529+00
6360,1,1107,25.8,82.3,-94,5.25,16620,t,2026-09-05 18:53:06.092977+00
6361,2,1620,30.1,68,-67,9,24315,t,2026-09-05 18:53:14.898707+00
6362,1,1108,25.8,82.3,-94,5.25,16635,t,2026-09-05 18:53:21.063676+00
6363,2,1621,30,68,-68,8.75,24330,t,2026-09-05 18:53:28.837597+00
6364,1,1109,25.8,82.3,-93,5.25,16650,t,2026-09-05 18:53:36.300376+00
6365,2,1622,30.2,68,-68,8.75,24345,t,2026-09-05 18:53:43.985261+00
6366,1,1110,25.8,82.3,-95,5.5,16665,t,2026-09-05 18:53:51.063417+00
6367,2,1623,30.4,68,-69,8.25,24360,t,2026-09-05 18:53:58.838282+00
6368,1,1111,25.8,82.2,-94,5.75,16680,t,2026-09-05 18:54:06.088553+00
6369,2,1624,30.1,68,-68,8.75,24375,t,2026-09-05 18:54:15.150079+00
6370,1,1112,25.8,82.3,-94,5.5,16695,t,2026-09-05 18:54:21.063374+00
6371,2,1625,30.4,68,-69,8.5,24390,t,2026-09-05 18:54:29.232586+00
6372,1,1113,25.8,82.2,-94,5.5,16710,t,2026-09-05 18:54:36.062923+00
6373,2,1626,30.2,68,-59,9.75,24405,t,2026-09-05 18:54:43.836779+00
6374,1,1114,25.9,82.3,-94,5.75,16725,t,2026-09-05 18:54:51.065985+00
6375,2,1627,30.7,67,-65,8.75,24420,t,2026-09-05 18:54:58.838225+00
6376,1,1115,25.8,82.3,-94,5.75,16740,t,2026-09-05 18:55:06.090733+00
6377,1,1116,25.8,82.3,-93,5.75,16755,t,2026-09-05 18:55:21.089175+00
6378,2,1629,30.2,68,-65,9,24450,t,2026-09-05 18:55:28.839342+00
6379,1,1117,25.8,82.3,-94,5.5,16770,t,2026-09-05 18:55:36.091642+00
6380,2,1630,30.6,68,-65,9,24465,t,2026-09-05 18:55:43.83502+00
6381,1,1118,25.8,82.3,-93,5,16785,t,2026-09-05 18:55:51.366421+00
6382,2,1631,30.3,68,-65,9,24480,t,2026-09-05 18:55:58.842581+00
6383,1,1119,25.8,82.3,-94,5.5,16800,t,2026-09-05 18:56:06.088805+00
6384,2,1632,30.2,68,-65,9,24495,t,2026-09-05 18:56:13.836016+00
6385,1,1120,25.8,82.3,-93,6,16815,t,2026-09-05 18:56:21.372102+00
6386,2,1633,30.7,68,-65,9,24510,t,2026-09-05 18:56:28.834619+00
6387,1,1121,25.8,82.3,-94,5.5,16830,t,2026-09-05 18:56:36.115701+00
