id,node_id,seq,round_id,n_samples,w0,w1,w2,w3,rssi,snr,checksum_ok,received_at
1360,1,932,88,32,0.420541,0.214292,0.073102,0.128504,-94,5.5,t,2026-09-05 18:09:06.82194+00
1361,2,1448,89,32,0.428393,0.223091,0.089089,0.1501,-67,9,t,2026-09-05 18:09:59.648457+00
1362,1,936,89,32,0.420434,0.214273,0.07312,0.128519,-95,5.5,t,2026-09-05 18:10:06.775457+00
1363,1,940,89,32,0.419336,0.213612,0.073038,0.129481,-94,5.75,t,2026-09-05 18:11:06.839119+00
1364,2,1456,89,32,0.430093,0.224449,0.088138,0.149501,-67,9,t,2026-09-05 18:11:59.776265+00
1365,1,944,89,32,0.419321,0.21361,0.073032,0.129477,-94,5.25,t,2026-09-05 18:12:06.943387+00
1366,2,1460,89,32,0.43008,0.22433,0.088385,0.149859,-67,9,t,2026-09-05 18:12:59.577971+00
1367,1,948,89,32,0.419315,0.213613,0.073031,0.129479,-94,5,t,2026-09-05 18:13:07.051525+00
1368,2,1464,89,32,0.429868,0.224022,0.088434,0.14993,-66,9,t,2026-09-05 18:14:01.633576+00
1369,1,952,89,32,0.419302,0.213609,0.073018,0.129468,-94,5.5,t,2026-09-05 18:14:10.957514+00
1370,2,1468,90,32,0.429338,0.223112,0.089208,0.151053,-64,9.5,t,2026-09-05 18:15:01.332308+00
1371,1,956,90,32,0.419277,0.213627,0.073007,0.129473,-93,5.75,t,2026-09-05 18:15:07.068887+00
1372,2,1472,90,32,0.43026,0.224189,0.088109,0.150411,-63,9.75,t,2026-09-05 18:15:59.697863+00
1373,1,960,90,32,0.419049,0.213111,0.072744,0.130078,-94,5.75,t,2026-09-05 18:16:07.169054+00
1374,2,1476,90,32,0.429558,0.223065,0.087839,0.150019,-61,9.5,t,2026-09-05 18:16:59.811256+00
1375,1,964,90,32,0.41905,0.213112,0.072744,0.130079,-94,5,t,2026-09-05 18:17:06.872963+00
1376,2,1480,90,32,0.429472,0.222846,0.088557,0.15106,-60,9.5,t,2026-09-05 18:17:59.612023+00
1377,1,968,90,32,0.419052,0.213115,0.072747,0.130083,-94,5.5,t,2026-09-05 18:18:07.317453+00
1378,2,1484,90,32,0.429003,0.222402,0.088879,0.151528,-59,9,t,2026-09-05 18:18:59.619855+00
1379,1,972,90,32,0.419061,0.213125,0.072762,0.130105,-94,5.75,t,2026-09-05 18:19:06.867578+00
1380,2,1488,91,32,0.426882,0.220452,0.089963,0.153099,-61,9,t,2026-09-05 18:19:59.689104+00
1381,1,976,91,32,0.41904,0.213123,0.072758,0.130107,-94,5.75,t,2026-09-05 18:20:07.363886+00
1382,2,1492,91,32,0.428895,0.222755,0.088532,0.151997,-58,9.25,t,2026-09-05 18:20:59.630544+00
1383,1,980,91,32,0.4177,0.211529,0.072993,0.131415,-94,5,t,2026-09-05 18:21:06.758339+00
1384,2,1496,91,32,0.428367,0.222195,0.088905,0.152538,-59,9.5,t,2026-09-05 18:21:59.637752+00
1385,1,984,91,32,0.417718,0.211551,0.07303,0.131462,-94,5,t,2026-09-05 18:22:06.818775+00
1386,2,1500,91,32,0.427478,0.221216,0.088895,0.152524,-59,9.5,t,2026-09-05 18:22:59.857406+00
1387,1,988,91,32,0.417693,0.211531,0.073002,0.131428,-94,5.25,t,2026-09-05 18:23:06.716495+00
1388,2,1504,91,32,0.427372,0.22123,0.08964,0.153604,-60,9.25,t,2026-09-05 18:23:59.644784+00
1389,1,992,91,32,0.417684,0.211525,0.072998,0.131423,-94,5,t,2026-09-05 18:24:06.343784+00
1390,2,1508,92,32,0.425197,0.220472,0.090806,0.155293,-60,9.75,t,2026-09-05 18:24:59.767714+00
1391,1,996,92,32,0.417648,0.211514,0.073004,0.131433,-94,5.25,t,2026-09-05 18:25:06.341589+00
1392,2,1512,92,32,0.427791,0.22229,0.08925,0.154008,-60,9.75,t,2026-09-05 18:25:59.559483+00
1393,1,1000,92,32,0.415921,0.210494,0.073164,0.132715,-94,5,t,2026-09-05 18:26:07.1393+00
1394,2,1516,92,32,0.42718,0.221363,0.089014,0.153666,-60,9.5,t,2026-09-05 18:26:59.674059+00
1395,1,1004,92,32,0.415923,0.210496,0.073171,0.132726,-94,5.25,t,2026-09-05 18:27:06.737416+00
1396,2,1520,92,32,0.426226,0.220227,0.088557,0.153004,-60,9.75,t,2026-09-05 18:27:59.577924+00
1397,1,1008,92,32,0.415923,0.210497,0.073174,0.13273,-93,6,t,2026-09-05 18:28:06.846889+00
1398,2,1524,92,32,0.426112,0.22,0.088871,0.153459,-60,9.75,t,2026-09-05 18:28:59.891114+00
1399,1,1012,92,32,0.415917,0.21049,0.073166,0.132721,-94,6.75,t,2026-09-05 18:29:06.889672+00
1400,2,1528,93,32,0.425566,0.219256,0.090056,0.155177,-60,9.5,t,2026-09-05 18:29:59.696048+00
1401,1,1016,93,32,0.415913,0.210485,0.073162,0.132721,-93,6,t,2026-09-05 18:30:07.058972+00
1402,2,1532,93,32,0.42656,0.220622,0.08838,0.153762,-60,9.5,t,2026-09-05 18:30:59.59865+00
1403,1,1020,93,32,0.41532,0.209455,0.072994,0.133454,-93,5.75,t,2026-09-05 18:31:06.861081+00
1404,2,1536,93,32,0.425942,0.220057,0.088066,0.153308,-60,9.5,t,2026-09-05 18:31:59.604316+00
1405,1,1024,93,32,0.415342,0.209482,0.073053,0.13352,-94,5.5,t,2026-09-05 18:32:08.269062+00
1406,2,1540,93,32,0.425664,0.219941,0.088513,0.153955,-60,9.75,t,2026-09-05 18:32:59.492792+00
1407,1,1028,93,32,0.415338,0.209483,0.07307,0.133534,-94,5.5,t,2026-09-05 18:33:07.393444+00
1408,2,1544,93,32,0.425085,0.219688,0.08881,0.154386,-60,9.75,t,2026-09-05 18:33:59.520705+00
1409,2,1548,94,32,0.423338,0.21939,0.089627,0.15557,-59,10,t,2026-09-05 18:34:59.681285+00
1410,1,1036,94,32,0.415265,0.20945,0.073113,0.133555,-94,5.25,t,2026-09-05 18:35:06.95848+00
1411,2,1552,94,32,0.425075,0.220358,0.088291,0.154593,-60,9.25,t,2026-09-05 18:35:59.929869+00
1412,1,1040,94,32,0.414056,0.20918,0.073042,0.134416,-94,5.25,t,2026-09-05 18:36:06.492734+00
1413,2,1556,94,32,0.424492,0.220089,0.08829,0.154591,-64,9.25,t,2026-09-05 18:36:59.635468+00
1414,1,1044,94,32,0.414043,0.209173,0.073052,0.134422,-93,6.25,t,2026-09-05 18:37:07.114292+00
1415,2,1560,94,32,0.424314,0.220295,0.0888,0.155331,-68,9.25,t,2026-09-05 18:37:59.540918+00
1416,1,1048,94,32,0.414025,0.209163,0.073056,0.13442,-93,6.25,t,2026-09-05 18:38:06.320797+00
1417,2,1564,94,32,0.423786,0.220116,0.088787,0.155312,-60,9,t,2026-09-05 18:38:59.564223+00
1418,1,1052,94,32,0.414011,0.209152,0.073042,0.134405,-94,5.75,t,2026-09-05 18:39:07.021675+00
1419,2,1568,95,32,0.422004,0.219178,0.089689,0.156619,-60,9.5,t,2026-09-05 18:39:59.767748+00
1420,1,1056,95,32,0.413993,0.209139,0.073024,0.134399,-94,5.75,t,2026-09-05 18:40:06.874039+00
1421,2,1572,95,32,0.423537,0.219886,0.087988,0.155121,-60,9.5,t,2026-09-05 18:41:00.12964+00
1422,1,1060,95,32,0.412705,0.208868,0.07293,0.135259,-94,5.5,t,2026-09-05 18:41:06.724318+00
1423,2,1576,95,32,0.42334,0.220095,0.088569,0.155962,-60,9.25,t,2026-09-05 18:41:59.464513+00
1424,1,1064,95,32,0.412702,0.208866,0.072928,0.135258,-95,5.5,t,2026-09-05 18:42:06.842557+00
1425,2,1580,95,32,0.422842,0.21985,0.088688,0.156135,-60,9.25,t,2026-09-05 18:42:59.87831+00
1426,1,1068,95,32,0.412701,0.208866,0.072928,0.135261,-94,5.75,t,2026-09-05 18:43:06.753214+00
1427,2,1584,95,32,0.422686,0.219838,0.089228,0.156957,-61,9.5,t,2026-09-05 18:43:59.679628+00
1428,1,1072,95,32,0.412643,0.208811,0.072838,0.135155,-94,5.75,t,2026-09-05 18:44:06.852059+00
1429,2,1588,96,32,0.420522,0.218187,0.090049,0.158916,-61,9.25,t,2026-09-05 18:44:59.327508+00
1430,1,1076,96,32,0.412565,0.208746,0.072798,0.135103,-94,5.75,t,2026-09-05 18:45:06.754404+00
1431,2,1592,96,32,0.422656,0.219616,0.088687,0.157701,-62,9.5,t,2026-09-05 18:46:00.13279+00
1432,1,1080,96,32,0.411089,0.20801,0.07275,0.136466,-94,6,t,2026-09-05 18:46:07.335409+00
1433,2,1596,96,32,0.422108,0.219187,0.088777,0.158187,-61,9,t,2026-09-05 18:46:59.727563+00
1434,2,1600,96,32,0.422089,0.219106,0.0891,0.159116,-64,9.75,t,2026-09-05 18:47:59.322641+00
1435,1,1088,96,32,0.411078,0.207994,0.072807,0.136519,-94,5.5,t,2026-09-05 18:48:06.883318+00
1436,2,1604,96,32,0.421458,0.218492,0.089007,0.159245,-63,10,t,2026-09-05 18:48:59.619396+00
1437,1,1092,96,32,0.41107,0.207985,0.072834,0.136544,-94,5.75,t,2026-09-05 18:49:06.988224+00
1438,2,1608,97,32,0.419627,0.217246,0.08953,0.161638,-61,9.5,t,2026-09-05 18:49:59.992091+00
1439,1,1096,97,32,0.410993,0.207898,0.072907,0.13659,-94,6,t,2026-09-05 18:50:06.340324+00
1440,1,1100,97,32,0.409673,0.206937,0.072253,0.13822,-93,6,t,2026-09-05 18:51:06.793435+00
1441,2,1616,97,32,0.420516,0.218433,0.088277,0.15967,-65,9,t,2026-09-05 18:51:59.841715+00
1442,1,1104,97,32,0.409673,0.206936,0.072291,0.138262,-94,5.75,t,2026-09-05 18:52:06.924+00
1443,2,1620,97,32,0.420077,0.218553,0.088737,0.160346,-64,8.5,t,2026-09-05 18:52:59.638948+00
1444,1,1108,97,32,0.409666,0.206934,0.072309,0.13828,-94,5.5,t,2026-09-05 18:53:07.020142+00
1445,2,1624,97,32,0.418963,0.218054,0.088698,0.160071,-68,9,t,2026-09-05 18:53:59.421768+00
1446,1,1112,97,32,0.409659,0.206933,0.072321,0.138291,-94,5.5,t,2026-09-05 18:54:06.718073+00
1447,2,1628,98,32,0.415917,0.217798,0.09031,0.161461,-64,9.25,t,2026-09-05 18:54:59.808673+00
1448,1,1116,98,32,0.409629,0.206943,0.072394,0.138375,-93,6,t,2026-09-05 18:55:06.984719+00
1449,1,1120,98,32,0.407298,0.206901,0.072635,0.139329,-93,5.75,t,2026-09-05 18:56:07.032068+00
1450,2,1636,98,32,0.417827,0.218241,0.088926,0.160436,-64,11.75,t,2026-09-05 18:56:59.635326+00
1451,1,1124,98,32,0.407281,0.206893,0.072634,0.139329,-94,5.75,t,2026-09-05 18:57:07.046929+00
1452,2,1640,98,32,0.417446,0.218378,0.089721,0.161347,-64,9.5,t,2026-09-05 18:57:59.679013+00
1453,1,1128,98,32,0.407265,0.206885,0.072631,0.139328,-93,5.75,t,2026-09-05 18:58:06.93677+00
1454,2,1644,98,32,0.416773,0.218278,0.090038,0.16176,-64,9,t,2026-09-05 18:58:59.792154+00
1455,1,1132,98,32,0.407163,0.206782,0.072462,0.139133,-93,5.75,t,2026-09-05 18:59:08.18258+00
1456,2,1648,99,32,0.413662,0.217214,0.091717,0.163115,-64,9.25,t,2026-09-05 18:59:59.649398+00
1457,1,1136,99,32,0.407226,0.206839,0.072471,0.139225,-93,6,t,2026-09-05 19:00:07.17023+00
1458,2,1652,99,32,0.416555,0.218282,0.089231,0.161727,-64,9.75,t,2026-09-05 19:01:00.620473+00
1459,1,1140,99,32,0.404811,0.206391,0.073104,0.140254,-93,6,t,2026-09-05 19:01:06.867181+00
1460,2,1656,99,32,0.415964,0.21804,0.089313,0.161836,-64,9.5,t,2026-09-05 19:01:59.396916+00
1461,1,1144,99,32,0.404824,0.206399,0.073118,0.140278,-93,6,t,2026-09-05 19:02:07.385+00
1462,2,1660,99,32,0.415772,0.218086,0.089839,0.162653,-64,9.25,t,2026-09-05 19:02:59.71121+00
1463,1,1148,99,32,0.404833,0.206402,0.073128,0.140292,-94,6,t,2026-09-05 19:03:06.879828+00
1464,2,1664,99,32,0.41547,0.21806,0.0902,0.163383,-64,9.25,t,2026-09-05 19:04:01.357713+00
1465,2,1668,100,32,0.413241,0.216799,0.091359,0.165113,-64,9.5,t,2026-09-05 19:04:59.678009+00
1466,1,1156,100,32,0.404777,0.206343,0.073145,0.140291,-94,6,t,2026-09-05 19:05:06.940209+00
1467,2,1672,100,32,0.415271,0.217918,0.08956,0.163609,-64,9.25,t,2026-09-05 19:05:59.937755+00
1468,1,1160,100,32,0.403234,0.205796,0.073028,0.141509,-93,6,t,2026-09-05 19:06:06.792946+00
1469,2,1676,100,32,0.414625,0.217633,0.089764,0.163914,-64,9.25,t,2026-09-05 19:06:59.534039+00
1470,1,1164,100,32,0.403231,0.205796,0.073047,0.141527,-93,5.75,t,2026-09-05 19:07:06.701428+00
1471,2,1680,100,32,0.413747,0.217363,0.089863,0.164063,-64,9.25,t,2026-09-05 19:07:59.537482+00
1472,1,1168,100,32,0.403223,0.205792,0.073055,0.141532,-93,5.75,t,2026-09-05 19:08:06.342233+00
1473,2,1684,100,32,0.412807,0.217126,0.089826,0.164007,-64,9.25,t,2026-09-05 19:08:59.821339+00
1474,1,1172,100,32,0.403215,0.205789,0.073064,0.141538,-93,5.75,t,2026-09-05 19:09:06.925365+00
1475,2,1688,101,32,0.409187,0.217463,0.090968,0.165711,-64,9.25,t,2026-09-05 19:09:59.658866+00
1476,1,1176,101,32,0.403168,0.205762,0.073096,0.141553,-93,6.25,t,2026-09-05 19:10:07.855787+00
1477,2,1692,101,32,0.41231,0.218207,0.089227,0.16437,-64,9.5,t,2026-09-05 19:10:59.870702+00
1478,1,1180,101,32,0.400541,0.20598,0.073044,0.142722,-94,6,t,2026-09-05 19:11:06.935261+00
1479,2,1696,101,32,0.411819,0.218381,0.08946,0.164718,-64,9.5,t,2026-09-05 19:11:59.671018+00
1480,1,1184,101,32,0.400459,0.20591,0.072929,0.142578,-93,5.75,t,2026-09-05 19:12:06.730116+00
1481,2,1700,101,32,0.411624,0.218874,0.090035,0.165577,-64,10,t,2026-09-05 19:12:59.772687+00
1482,1,1188,101,32,0.400416,0.205881,0.072862,0.142498,-93,6,t,2026-09-05 19:13:07.152467+00
1483,2,1704,101,32,0.410619,0.218351,0.089617,0.164953,-64,9.5,t,2026-09-05 19:13:59.682649+00
1484,1,1192,101,32,0.400313,0.20579,0.07268,0.142285,-93,5.75,t,2026-09-05 19:14:06.96404+00
1485,2,1708,102,32,0.408913,0.217324,0.08998,0.165495,-64,9.5,t,2026-09-05 19:14:59.747422+00
1486,1,1196,102,32,0.400407,0.205937,0.072542,0.142228,-93,5.75,t,2026-09-05 19:15:06.853755+00
1487,2,1712,102,32,0.411241,0.218273,0.088741,0.165025,-64,9.5,t,2026-09-05 19:15:59.4259+00
1488,1,1200,102,32,0.399105,0.20608,0.072358,0.143069,-93,5.75,t,2026-09-05 19:16:06.759517+00
1489,2,1768,105,32,0.407177,0.21559,0.091069,0.168501,-67,9.25,t,2026-09-05 19:29:59.698301+00
1490,2,1772,105,32,0.407383,0.215802,0.091492,0.169132,-63,9,t,2026-09-05 19:30:59.73836+00
1491,1,1260,105,32,0.395587,0.204,0.072432,0.145952,-94,5.75,t,2026-09-05 19:31:07.271819+00
1492,2,1776,105,32,0.406601,0.215053,0.091157,0.168633,-60,9.5,t,2026-09-05 19:31:59.651809+00
1493,1,1264,105,32,0.395587,0.204001,0.072434,0.145954,-94,6,t,2026-09-05 19:32:07.221288+00
1494,2,1780,105,32,0.406066,0.214564,0.09146,0.169084,-60,9.5,t,2026-09-05 19:33:00.177301+00
1495,1,1268,105,32,0.395586,0.204,0.072432,0.145954,-94,5.75,t,2026-09-05 19:33:07.438737+00
1496,2,1784,105,32,0.405554,0.214128,0.091837,0.169647,-60,9.75,t,2026-09-05 19:33:59.872272+00
1497,1,1272,105,32,0.395583,0.203996,0.072425,0.145947,-94,5.75,t,2026-09-05 19:34:06.951962+00
1498,2,1788,106,32,0.402655,0.211537,0.093584,0.172255,-59,9,t,2026-09-05 19:34:59.975821+00
1499,1,1276,106,32,0.395586,0.203989,0.072415,0.145948,-94,6,t,2026-09-05 19:35:07.230364+00
1500,2,1792,106,32,0.405513,0.214197,0.090525,0.170334,-60,10,t,2026-09-05 19:36:00.836918+00
