id,node_id,seq,n_samples,round_id,w0,w1,w2,w3,rssi,snr,checksum_ok,received_at
1098,1,344,32,68,0.480929,0.260263,0.056448,0.088306,-94,4.5,t,2026-09-05 15:42:06.635314+00
1099,2,860,32,68,0.487017,0.266392,0.067864,0.10354,-58,9.75,t,2026-09-05 15:42:59.660723+00
1100,1,348,32,68,0.480952,0.260288,0.05649,0.088356,-93,4.5,t,2026-09-05 15:43:06.693335+00
1101,2,864,32,69,0.485114,0.264274,0.068706,0.105729,-58,9.75,t,2026-09-05 15:43:59.872882+00
1102,1,352,32,69,0.480976,0.260305,0.056536,0.088399,-93,4.25,t,2026-09-05 15:44:06.92257+00
1103,2,868,32,69,0.487119,0.266268,0.067511,0.104287,-57,10,t,2026-09-05 15:44:59.687358+00
1104,1,356,32,69,0.479362,0.258605,0.05683,0.089951,-93,4.25,t,2026-09-05 15:45:06.763768+00
1105,1,360,32,69,0.479365,0.258609,0.056838,0.08996,-94,4,t,2026-09-05 15:46:06.775287+00
1106,2,876,32,69,0.486505,0.265382,0.068138,0.105265,-57,9.75,t,2026-09-05 15:46:59.737192+00
1107,2,880,32,69,0.486021,0.264716,0.0682,0.105465,-62,10.25,t,2026-09-05 15:47:59.890741+00
1108,1,368,32,69,0.47926,0.258501,0.056702,0.089781,-93,4.5,t,2026-09-05 15:48:06.822022+00
1109,2,884,32,70,0.484037,0.261901,0.069165,0.107366,-61,7.75,t,2026-09-05 15:48:59.99314+00
1110,1,372,32,70,0.479302,0.258523,0.056873,0.089956,-93,4.5,t,2026-09-05 15:49:06.750058+00
1111,2,888,32,70,0.485479,0.263957,0.067477,0.105495,-63,9.5,t,2026-09-05 15:49:59.874671+00
1112,1,376,32,70,0.477949,0.256489,0.0572,0.091508,-93,5.25,t,2026-09-05 15:50:06.69273+00
1113,1,380,32,70,0.477954,0.256489,0.057215,0.091524,-92,5,t,2026-09-05 15:51:06.742575+00
1114,2,896,32,70,0.486562,0.263934,0.069612,0.10782,-63,9.5,t,2026-09-05 15:51:59.644776+00
1115,1,384,32,70,0.477871,0.256402,0.057093,0.091372,-93,5.5,t,2026-09-05 15:52:06.771757+00
1116,2,900,32,70,0.487266,0.263947,0.070648,0.108943,-64,10,t,2026-09-05 15:52:59.716375+00
1117,1,388,32,70,0.477852,0.256375,0.057067,0.091339,-92,5.25,t,2026-09-05 15:53:06.702139+00
1118,2,904,32,71,0.486375,0.260131,0.072113,0.109329,-66,9.25,t,2026-09-05 15:53:59.657743+00
1119,2,908,32,71,0.486441,0.260021,0.072325,0.109597,-63,9.75,t,2026-09-05 15:54:59.605151+00
1120,1,396,32,71,0.477813,0.25157,0.058699,0.092837,-93,4.75,t,2026-09-05 15:55:06.962368+00
1121,2,912,32,71,0.486942,0.26006,0.07309,0.110855,-60,9.75,t,2026-09-05 15:55:59.608636+00
1122,1,400,32,71,0.477766,0.251518,0.058633,0.092756,-93,4.25,t,2026-09-05 15:56:06.443455+00
1123,2,916,32,71,0.486244,0.258962,0.073129,0.110979,-63,9.25,t,2026-09-05 15:56:59.601245+00
1124,1,404,32,71,0.47781,0.251555,0.05871,0.092849,-94,4.5,t,2026-09-05 15:57:07.529081+00
